product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
PROD00418,furniture,12,622,1,8948.08,6.24,39.38,6.56
PROD00419,fashion,65,1718,8,6213.57,34.24,38.86,9.08
PROD00420,fashion,12,1139,8,2604.02,59.22,41.11,45.71
PROD00421,pet_supplies,68,1299,6,5894.37,30.66,31.3,7.37
PROD00422,sports,11,251,1,4360.14,89.88,18.13,8.92
PROD00423,,56,476,10,6320.01,25.63,3.72,47.04
PROD00424,office,63,1692,4,3936.25,82.25,57.99,38.81
PROD00425,home_decor,35,282,8,614.48,71.55,44.42,43.92
PROD00426,electronics,63,1245,5,3568.36,63.24,10.73,38.7
PROD00427,beauty,14,342,2,567.91,23.71,40.95,55.43
PROD00428,sports,66,449,8,2444.87,48.91,14.26,36.45
PROD00429,automotive,22,1899,3,2339.52,5.73,47.53,39.02
PROD00430,kitchen,57,1334,9,4477.47,39.27,40.89,35.92
PROD00431,sports,47,942,5,7380.92,51.06,52.76,78.52
PROD00432,kitchen,33,429,8,7582.24,37.12,16.96,76.89
PROD00433,beauty,49,1312,5,6615.23,16.28,21.36,28.75
PROD00434,toys,27,1422,10,247.96,94.47,19.64,40.61
PROD00435,office,18,388,10,1614.42,66.99,18.55,54.0
PROD00436,SPORTS,45,344,5,5793.38,83.13,8.26,44.1
PROD00437,furniture,23,337,6,9569.07,68.27,22.5,51.72
PROD00438,sports,76,1611,10,5869.33,18.04,38.78,66.79
PROD00439,fashion,20,1093,5,9356.78,83.0,58.39,21.33
PROD00440,home_decor,74,1683,6,7041.11,92.46,41.95,63.63
PROD00441,furniture,53,847,7,6918.3,10.35,15.25,63.11
PROD00442,pet_supplies,41,728,1,2221.99,91.64,59.45,48.77
PROD00443,electronics,14,198,7,882.65,71.44,46.59,54.42
PROD00444,fashion,27,1420,4,9151.81,46.75,5.63,5.56
PROD00445,books,50,629,10,3693.16,67.23,26.86,39.54
PROD00446,pet_supplies,68,1958,2,0.0,10.23,4.9,78.36
PROD00447,pet_supplies,57,1944,3,6625.65,54.82,5.84,53.63
PROD00448,books,70,1217,5,9885.25,69.92,16.26,15.38
PROD00449,fashion,63,1158,4,9429.68,98.92,18.64,32.71
PROD00450,furniture,28,1886,2,3788.25,93.15,14.84,67.38
PROD00451,beauty,72,1083,4,840.06,49.58,46.69,10.58
PROD00452,fashion,64,89,4,1335.82,43.84,-10.0,14.01
PROD00453,pet_supplies,52,720,2,9621.48,25.04,26.75,33.69
PROD00454,OFFICE,46,1659,9,5957.93,80.16,8.64,24.56
PROD00455,beauty,80,469,2,9240.4,48.73,40.82,6.39
PROD00456,toys,74,1680,3,5153.8,,48.85,33.66
PROD00457,pet_supplies,35,1012,4,6970.76,7.24,-10.0,40.31
PROD00458,sports,63,1274,7,6783.04,11.75,35.56,
PROD00459,kitchen,45,1099,6,9117.03,82.05,45.7,43.03
PROD00460,automotive,21,467,9,8143.06,79.79,37.58,10.36
PROD00461,pet_supplies,27,98,10,8344.61,65.51,-10.0,49.79
PROD00462,sports,20,127,3,6076.23,38.56,55.81,11.43
PROD00463,SPORTS,15,1956,3,-500.0,97.55,39.0,65.22
PROD00464,beauty,14,783,6,2022.32,65.0,31.52,35.09
PROD00465,fashion,29,994,1,4431.74,76.6,37.39,17.54
PROD00466,electronics,59,555,4,3846.26,57.55,6.9,42.32
PROD00467,automotive,54,1471,9,863.77,71.16,8.96,53.45
PROD00468,office,21,1829,10,999999.0,92.97,29.04,48.54
PROD00469,automotive,22,1168,6,7940.07,64.42,36.54,42.39
PROD00470,beauty,25,933,7,9001.87,37.89,2.2,39.31
PROD00471,sports,39,1298,7,2999.76,83.04,25.62,43.39
PROD00472,office,22,1987,4,3436.29,60.47,51.13,28.51
PROD00473,,26,1085,3,4448.47,51.92,54.08,21.84
PROD00474,toys,30,764,6,2493.21,76.53,42.15,10.34
PROD00475,SPORTS,54,172,2,1581.88,36.11,7.76,58.45
PROD00476,kitchen,19,54,9,807.3,11.14,49.62,15.31
PROD00477,home_decor,51,1398,3,9522.75,38.58,44.86,19.5
PROD00478,kitchen,16,392,7,5478.54,39.53,59.69,62.95
PROD00479,automotive,10,331,8,1311.17,46.01,30.56,29.3
PROD00480,home_decor,45,1595,1,448.86,71.65,34.92,57.48
PROD00481,kitchen,39,1395,6,5782.66,42.82,35.82,7.73
PROD00482,kitchen,67,1024,4,3314.52,40.88,32.8,67.3
PROD00483,ELECTRONICS,71,209,4,8732.65,29.61,33.94,18.15
PROD00484,beauty,37,1331,10,9024.6,96.42,35.7,78.95
PROD00485,toys,51,1726,5,7429.17,86.08,19.94,78.32
PROD00486,pet_supplies,26,1964,5,340.16,62.23,9.4,43.02
PROD00487,toys,69,1270,8,4316.07,94.44,14.73,23.06
PROD00488,toys,15,334,4,4525.71,9.45,17.55,57.86
PROD00489,electronics,50,216,1,3712.82,27.8,34.83,36.76
PROD00490,fashion,28,857,10,3129.25,15.96,16.74,25.26
PROD00491,automotive,66,787,1,4294.72,,15.64,27.4
PROD00492,books,59,296,4,1110.24,61.6,25.12,5.12
PROD00493,pet_supplies,12,581,4,9232.13,87.08,25.43,13.76
PROD00494,fashion,37,1846,10,7794.82,43.42,19.41,17.4
PROD00495,kitchen,68,1792,2,3477.32,79.41,9.08,43.22
PROD00496,office,38,1854,10,603.09,60.43,3.95,66.83
PROD00497,home_decor,24,1764,10,9920.5,24.78,33.82,75.17
PROD00498,electronics,47,577,3,7826.12,56.95,29.74,30.64
PROD00499,automotive,53,1257,4,2938.91,98.2,30.38,58.49
PROD00500,toys,19,803,2,9488.67,49.49,6.91,29.56
PROD00501,home_decor,26,728,8,7212.8,96.98,21.75,32.46
PROD00502,office,23,448,1,5040.0,47.24,24.02,56.04
PROD00503,sports,59,1805,1,436.5,47.7,27.11,11.59
PROD00504,toys,76,935,6,8642.06,17.99,51.06,62.47
PROD00505,pet_supplies,65,1649,2,1442.49,94.04,30.18,35.57
PROD00506,fashion,20,347,8,3005.24,79.07,12.7,19.24
PROD00507,toys,41,1001,2,9401.76,68.97,16.08,64.9
PROD00508,home_decor,75,1540,9,1600.98,91.89,46.47,67.45
PROD00509,kitchen,22,1112,5,4433.48,,32.39,41.16
PROD00510,fashion,15,1486,2,4602.55,44.0,49.57,43.74
PROD00511,electronics,73,1948,7,3515.3,22.65,41.87,74.97
PROD00512,office,32,1663,4,4579.51,5.79,54.45,65.41
PROD00513,pet_supplies,79,701,6,5170.58,53.17,44.52,22.38
PROD00514,KITCHEN,24,1336,2,9147.43,87.08,5.99,20.1
PROD00515,books,61,1390,10,3889.05,26.77,41.65,17.84
PROD00516,pet_supplies,57,1391,9,231.53,19.99,34.76,40.78
PROD00517,automotive,45,676,8,3190.64,96.9,43.55,29.49
PROD00518,toys,16,957,8,9035.57,45.28,53.78,63.5
PROD00519,home_decor,76,1567,6,8034.23,59.65,52.11,35.58
PROD00520,electronics,30,1744,6,535.45,10.8,27.7,30.99
PROD00521,electronics,64,883,10,4318.61,80.94,57.49,7.79
PROD00522,electronics,69,612,6,6329.12,60.78,15.27,12.86
PROD00523,books,21,247,7,3457.09,22.69,16.37,54.73
PROD00524,pet_supplies,31,601,5,851.35,68.52,28.27,6.38
PROD00525,furniture,72,237,4,7229.08,69.62,38.48,23.79
PROD00526,furniture,43,1931,7,3642.81,71.76,24.44,51.26
PROD00527,sports,66,1753,3,8457.01,96.9,46.07,52.86
PROD00528,books,26,1827,10,6591.4,87.89,42.62,36.47
PROD00529,FURNITURE,74,507,9,6630.22,98.79,23.22,46.65
PROD00530,electronics,44,1771,1,1288.78,46.76,6.55,68.21
PROD00531,kitchen,80,859,1,910.61,78.53,12.91,25.76
PROD00532,kitchen,12,227,6,2499.61,80.92,29.15,33.34
PROD00533,furniture,60,1355,9,8846.19,71.29,23.76,25.53
PROD00534,kitchen,72,512,2,7761.3,86.22,56.17,30.42
PROD00535,kitchen,76,1961,10,5195.96,65.65,23.02,30.83
PROD00536,beauty,56,1421,2,7730.89,40.69,35.3,70.3
PROD00537,furniture,34,583,2,7100.02,94.7,38.97,37.13
PROD00538,electronics,11,113,5,1573.2,25.41,3.34,5.8
PROD00539,home_decor,41,254,9,2630.4,49.17,7.68,70.6
PROD00540,electronics,63,159,6,5151.78,12.69,20.61,47.11
PROD00541,furniture,35,796,9,4362.89,83.37,54.65,77.3
PROD00542,furniture,75,50,1,7394.87,6.31,28.65,60.05
PROD00543,sports,61,765,4,367.85,47.31,6.11,54.03
PROD00544,office,60,1738,7,5092.34,67.65,11.33,16.45
PROD00545,automotive,49,995,10,4113.36,10.12,48.83,31.83
PROD00546, books ,29,1886,7,7975.93,59.65,13.24,46.06
PROD00547,home_decor,62,846,4,9097.34,26.09,,8.31
PROD00548,office,56,652,9,1837.85,65.36,42.5,10.93
PROD00549,sports,70,730,5,3361.8,92.6,38.66,76.57
PROD00550,books,66,1619,2,1164.79,86.62,18.15,52.61
PROD00551,toys,62,1995,3,8734.17,45.82,10.71,48.53
PROD00552,home_decor,29,1069,5,642.4,95.56,25.84,46.57
PROD00553,electronics,72,1697,8,9925.91,85.9,22.21,13.94
PROD00554,electronics,26,384,8,4546.29,16.38,33.95,14.47
PROD00555,,60,1580,10,5735.63,7.95,31.87,22.2
PROD00556,pet_supplies,43,1018,2,2441.03,21.48,41.48,36.74
PROD00557,furniture,37,1529,5,5088.17,26.48,27.73,14.49
PROD00558,home_decor,59,1306,5,9215.78,26.44,53.44,10.21
PROD00559,fashion,70,512,10,9440.06,63.76,47.41,69.45
PROD00560, automotive ,51,242,4,9506.01,5.62,53.05,33.96
PROD00561,pet_supplies,54,1573,2,3268.88,5.31,57.63,48.25
PROD00562,kitchen,60,1532,7,5767.64,96.66,25.42,69.06
PROD00563,automotive,53,123,3,7753.76,49.71,36.31,49.15
PROD00564,sports,65,632,3,9968.82,34.27,25.91,14.27
PROD00565,kitchen,32,479,7,9705.72,82.03,5.16,77.46
PROD00566,automotive,76,253,3,7702.85,27.46,49.95,66.75
PROD00567,beauty,54,547,3,9361.44,51.92,9.88,15.23
PROD00568,beauty,40,1610,6,1561.79,17.24,55.15,43.91
PROD00569,furniture,53,373,1,151.27,59.43,12.94,16.66
PROD00570,electronics,40,1916,4,9960.38,86.28,51.91,34.94
PROD00571,furniture,73,1338,7,4248.86,57.95,53.17,10.44
PROD00572,beauty,21,539,4,-500.0,79.34,,78.8
PROD00573,books,56,256,9,6868.65,67.61,53.28,21.03
PROD00574,BEAUTY,14,380,8,5994.11,83.7,55.22,68.38
PROD00575,ELECTRONICS,17,1863,3,9286.45,60.14,30.4,76.99
PROD00576,fashion,72,1054,6,2889.86,77.2,26.15,13.42
PROD00577,office,33,868,6,6633.38,51.86,50.08,31.25
PROD00578,pet_supplies,33,1210,2,1369.99,69.12,35.68,23.41
PROD00579,AUTOMOTIVE,13,383,8,7433.03,33.67,59.79,19.17
PROD00580,,42,453,6,8673.68,54.73,8.66,46.54
PROD00581,sports,62,982,4,6671.11,26.14,46.7,39.22
PROD00582, electronics ,16,1999,7,9468.82,92.73,12.59,62.7
PROD00583,electronics,50,411,2,2884.86,82.19,7.25,70.44
PROD00584,OFFICE,80,866,3,1942.08,27.9,27.4,39.07
PROD00585,office,71,530,3,2069.49,46.21,44.51,64.89
PROD00586,fashion,37,946,2,7081.89,33.4,9.57,9.07
PROD00587,electronics,58,1873,8,3303.54,73.63,36.85,66.9
PROD00588,automotive,70,1176,9,6682.37,,55.1,79.51
PROD00589,books,16,967,5,6064.59,61.33,16.43,27.58
PROD00590,SPORTS,80,753,2,8775.6,10.17,27.77,40.81
PROD00591,pet_supplies,36,842,4,3565.62,93.61,46.6,5.38
PROD00592,furniture,64,125,7,594.9,40.23,44.92,60.66
PROD00593,toys,10,668,8,1738.28,17.32,36.13,70.59
PROD00594,pet_supplies,34,1946,9,6864.59,28.07,29.02,59.2
PROD00595,sports,78,1467,5,2717.31,76.5,57.9,21.33
PROD00596,books,27,1775,2,2171.44,23.73,8.08,58.78
PROD00597,electronics,25,352,4,5689.85,50.75,41.86,29.34
PROD00598,ELECTRONICS,21,924,3,721.82,88.3,16.12,
PROD00599,,80,1291,2,7261.0,45.25,22.23,44.47
PROD00600,office,31,81,4,1275.52,44.83,23.72,27.46
PROD00601,automotive,48,1662,7,5713.12,31.88,31.63,47.73
PROD00602,sports,75,1553,3,6688.94,5.53,59.07,32.86
PROD00603,toys,17,300,5,7441.4,58.86,10.03,71.42
PROD00604,FURNITURE,55,694,1,9160.07,75.4,45.8,52.77
PROD00605,fashion,68,1958,8,4028.87,32.12,49.91,59.14
PROD00606,fashion,77,1266,9,1627.62,11.04,34.92,26.31
PROD00607, beauty ,39,1439,8,1398.66,26.53,27.78,48.71
PROD00608,beauty,72,1378,3,5944.69,35.24,46.66,45.45
PROD00609,furniture,30,311,10,578.17,33.7,32.92,9.61
PROD00610,automotive,36,1155,6,2083.6,33.63,26.73,53.49
PROD00611,pet_supplies,70,1679,9,2427.96,91.8,16.35,41.81
PROD00612,fashion,57,698,8,7442.38,9.04,47.54,28.48
PROD00613,electronics,71,1628,1,6548.02,78.26,20.58,34.84
PROD00614,TOYS,70,1463,1,8345.18,68.0,35.84,57.54
PROD00615,kitchen,10,1945,1,9343.79,45.4,46.94,45.33
PROD00616,home_decor,12,1256,7,2497.97,99.64,30.83,74.72
PROD00617, toys ,69,530,5,8036.56,11.34,35.37,78.7
PROD00618,books,79,960,1,6059.25,55.01,59.75,45.06
PROD00619,fashion,29,1231,1,5116.18,37.33,56.19,37.11
PROD00620,kitchen,21,353,3,2524.75,53.24,6.47,44.2
PROD00621,beauty,67,734,9,2583.78,99.08,-10.0,72.83
PROD00622,furniture,19,1669,6,1856.64,21.35,6.92,44.72
PROD00623,furniture,64,1526,10,9738.02,10.36,27.58,23.71
PROD00624,beauty,26,1448,3,8229.62,85.97,28.33,29.13
PROD00625,electronics,67,1226,8,6661.52,20.58,8.06,74.43
PROD00626,electronics,66,750,8,4633.4,29.3,56.26,61.43
PROD00627,sports,21,1029,2,3501.71,33.59,11.45,12.09
PROD00628,automotive,80,58,3,4282.5,72.25,47.18,47.87
PROD00629,sports,31,409,8,9610.68,87.06,30.79,69.61
PROD00630,sports,46,672,4,7110.32,72.2,59.44,37.36
PROD00631,electronics,34,1187,7,8271.52,84.05,24.64,15.19
PROD00632,automotive,62,1386,2,6534.03,59.11,39.17,47.71
PROD00633,BEAUTY,62,1553,6,4251.95,34.21,51.23,61.85
PROD00634,office,32,1252,3,2998.02,95.26,33.68,25.96
PROD00635,pet_supplies,52,672,2,9617.51,58.92,14.5,21.53
PROD00636,electronics,48,983,8,9010.81,71.72,4.5,69.18
PROD00637,toys,19,343,7,7282.53,51.68,42.85,54.78
PROD00638,furniture,18,587,2,9016.83,85.65,38.0,38.51
PROD00639,kitchen,54,1978,4,6980.05,29.86,22.91,17.86
PROD00640,furniture,23,1026,10,3029.13,22.17,23.46,60.76
PROD00641, sports ,26,64,8,8909.35,96.48,54.59,79.62
PROD00642,office,49,745,6,3402.26,69.94,45.0,16.31
PROD00643,office,49,142,4,4514.11,74.59,33.37,
PROD00644,kitchen,67,1357,10,4917.66,66.61,58.27,44.59
PROD00645,furniture,59,1541,6,1501.0,16.31,32.31,41.18
PROD00646,beauty,67,1058,3,8616.13,23.98,46.79,21.15
PROD00647,sports,77,752,4,787.43,50.02,37.4,41.75
PROD00648,office,43,1996,3,6053.09,93.07,4.05,
PROD00649,toys,63,1467,6,1967.06,63.54,17.7,37.82
PROD00650,fashion,33,321,8,9489.64,80.19,2.76,40.22
PROD00651,beauty,51,1388,7,5721.46,17.33,36.28,55.84
PROD00652,fashion,26,866,8,6854.61,68.94,5.58,37.08
PROD00653,kitchen,73,1333,9,6919.35,35.28,58.8,67.23
PROD00654,home_decor,29,970,6,2960.79,65.06,53.4,25.93
PROD00655,home_decor,57,1144,5,6967.18,84.8,58.19,59.26
PROD00656,sports,31,172,2,8581.48,27.14,30.87,52.12
PROD00657,automotive,37,914,10,6762.83,,45.33,55.76
PROD00658,electronics,66,1423,7,2912.05,51.88,10.94,23.13
PROD00659,automotive,21,1498,1,9870.84,35.73,14.7,43.37
PROD00660,toys,23,1926,4,628.07,52.71,50.48,59.79
PROD00661,furniture,55,1833,7,2936.61,,31.52,60.37
PROD00662,automotive,10,1110,6,9051.94,70.26,39.88,63.29
PROD00663,books,27,1260,3,1652.82,48.75,22.44,34.84
PROD00664,books,15,961,2,2063.85,25.0,14.56,76.75
PROD00665,furniture,32,1654,2,7698.44,71.85,30.47,74.73
PROD00666,automotive,78,1326,2,1469.87,10.89,57.96,24.28
PROD00667,home_decor,45,271,9,7996.96,68.67,41.53,24.0
PROD00668,,36,1846,3,8133.32,60.1,5.93,46.75
PROD00669,home_decor,32,1087,9,4893.55,15.62,30.49,22.45
PROD00670,BEAUTY,42,783,10,7029.4,87.5,48.89,49.9
PROD00671,electronics,80,1006,3,1191.53,92.56,15.7,23.25
PROD00672,beauty,25,113,6,4018.4,26.11,19.88,53.48
PROD00673,beauty,16,1420,6,5074.72,24.61,24.92,67.04
PROD00674,kitchen,66,751,1,8148.46,13.92,37.68,52.36
PROD00675,automotive,54,1250,9,1883.57,99.2,16.43,21.74
PROD00676,office,18,587,3,6222.32,90.46,38.56,39.16
PROD00677, kitchen ,32,1040,1,6302.72,19.28,19.47,49.57
PROD00678,beauty,52,1231,9,4831.39,98.11,2.05,
PROD00679,automotive,67,411,8,4740.1,23.8,39.05,
PROD00680,furniture,50,1743,9,8752.24,13.47,25.2,27.89
PROD00681,pet_supplies,78,1235,10,9595.8,73.88,52.59,54.07
PROD00682,electronics,73,1875,10,5154.96,,14.86,58.82
PROD00683,HOME_DECOR,54,1601,3,5096.22,47.39,39.72,49.13
PROD00684,sports,75,1930,8,4287.56,49.03,40.77,79.98
PROD00685,beauty,62,1928,4,6865.45,98.54,26.39,67.49
PROD00686,home_decor,41,1502,3,3751.18,52.45,20.5,
PROD00687,automotive,26,391,1,340.69,90.31,55.95,57.15
PROD00688,books,74,491,7,9925.39,46.96,34.81,42.42
PROD00689,fashion,53,1359,3,8151.64,93.11,19.99,32.38
PROD00690,automotive,41,1389,9,6914.29,89.26,25.31,65.77
PROD00691,sports,44,1285,1,9244.27,32.7,48.0,5.92
PROD00692,,62,766,9,4902.89,41.53,13.11,41.82
PROD00693,sports,58,1611,5,3517.73,81.47,21.81,41.75
PROD00694,kitchen,11,389,6,1619.27,83.99,8.5,49.08
PROD00695,office,40,819,4,4859.72,87.34,3.8,51.69
PROD00696,sports,44,602,4,999999.0,55.75,39.1,71.99
PROD00697,,50,1721,10,3492.26,12.58,10.58,18.91
PROD00698,fashion,57,791,5,7303.9,91.78,47.63,38.3
PROD00699,furniture,59,365,10,6297.15,6.09,3.13,42.16
PROD00700,pet_supplies,70,1676,7,4387.22,70.46,55.23,16.17
PROD00701,books,41,1922,1,8658.78,33.49,18.64,39.38
PROD00702,home_decor,65,1548,5,5558.63,72.45,41.25,33.1
PROD00703,furniture,54,1124,7,3457.14,65.09,34.52,34.92
PROD00704,pet_supplies,45,89,5,9520.73,39.27,26.49,12.13
PROD00705,automotive,28,88,10,1004.21,59.71,28.16,72.89
PROD00706,furniture,23,583,6,8002.15,16.33,53.56,41.39
PROD00707,furniture,34,192,1,2655.25,85.43,44.61,70.83
PROD00708,books,61,864,2,1881.7,93.78,35.69,50.77
PROD00709,pet_supplies,31,1747,1,621.16,25.04,53.22,44.41
PROD00710,sports,51,1953,9,1032.46,79.97,23.78,44.6
PROD00711,pet_supplies,49,592,9,7758.96,61.13,20.36,10.08
PROD00712,fashion,41,382,10,1321.89,84.27,40.72,38.63
PROD00713,electronics,13,1617,1,5008.29,60.94,58.46,5.81
PROD00714,books,19,1325,10,1061.94,81.96,48.22,39.14
PROD00715,toys,17,1432,7,217.95,42.58,50.15,13.59
PROD00716,automotive,49,565,2,372.15,21.78,26.23,9.95
PROD00717,fashion,54,1836,4,5990.28,37.78,3.57,56.47
PROD00718,home_decor,13,628,8,2651.96,13.83,6.41,19.18
PROD00719,TOYS,24,1489,1,1922.47,12.64,36.33,72.74
PROD00720,,38,608,7,3609.87,69.51,46.42,48.17
PROD00721,kitchen,12,292,6,2655.14,47.59,32.97,32.47
PROD00722,office,36,1660,9,1480.2,84.35,55.79,50.26
PROD00723,toys,79,275,5,8501.68,16.19,29.36,48.31
PROD00724,electronics,41,1119,10,8562.62,65.45,16.73,54.75
PROD00725,electronics,79,92,7,5825.15,28.31,19.39,9.84
PROD00726,books,35,1282,6,3873.52,43.12,28.31,59.61
PROD00727,pet_supplies,76,1370,2,2584.49,44.61,40.4,
PROD00728,books,23,690,9,1427.0,11.75,,76.13
PROD00729,pet_supplies,23,1899,4,2088.24,60.65,41.96,73.13
PROD00730,sports,19,1861,7,4635.08,77.8,39.8,42.24
PROD00731,automotive,47,1059,9,9260.85,37.58,29.33,22.88
PROD00732,toys,20,56,6,695.96,37.99,54.57,79.17
PROD00733,office,80,1107,10,2119.23,6.73,32.19,37.55
PROD00734,furniture,67,708,7,2308.37,60.47,11.25,33.72
PROD00735,automotive,68,1046,10,9683.91,48.36,13.0,47.03
PROD00736,fashion,40,1959,2,8231.71,87.37,30.87,28.04
PROD00737,books,35,1995,7,1054.91,33.02,12.14,53.44
PROD00738,,76,1186,5,1582.74,35.78,3.85,32.52
PROD00739,books,12,1254,6,4819.33,27.25,51.9,55.21
PROD00740,sports,15,236,10,3648.83,14.8,26.26,9.73
PROD00741,books,15,817,4,999999.0,7.22,30.78,23.81
PROD00742,automotive,49,1577,9,7013.13,13.24,12.64,74.01
PROD00743,kitchen,41,219,9,9233.63,34.45,21.68,52.8
PROD00744,home_decor,55,676,7,7991.49,96.84,,17.55
PROD00745,books,80,449,4,9279.15,,9.95,73.43
PROD00746,SPORTS,42,1418,8,859.07,37.65,46.02,28.17
PROD00747,fashion,51,1798,9,2866.25,79.12,55.13,62.48
PROD00748,electronics,34,1976,6,675.67,52.02,46.46,66.59
PROD00749,sports,11,872,8,5801.15,95.35,5.04,66.17
PROD00750,pet_supplies,72,94,5,9929.1,5.6,53.66,16.19
PROD00751,kitchen,61,1493,5,6515.64,46.6,32.94,23.6
PROD00752,BEAUTY,18,998,2,6496.16,83.6,53.58,21.76
PROD00753,pet_supplies,71,1341,3,9525.67,77.82,57.0,24.97
PROD00754,beauty,73,837,3,1606.97,40.57,26.97,11.78
PROD00755,books,42,1934,5,7275.48,14.39,2.67,16.91
PROD00756,office,74,141,7,999999.0,48.16,55.27,68.88
PROD00757,beauty,56,901,6,1828.08,23.04,54.9,30.08
PROD00758,BOOKS,48,1833,10,1977.04,53.93,11.57,67.01
PROD00759,home_decor,73,1088,2,7377.33,93.29,43.87,69.8
PROD00760,pet_supplies,16,142,6,9282.68,36.44,10.92,38.19
PROD00761,kitchen,35,703,5,6413.23,38.66,38.52,40.34
PROD00762,electronics,50,767,1,3737.84,86.62,24.86,13.14
PROD00763,sports,56,401,7,3108.94,29.33,50.36,
PROD00764,automotive,63,528,8,4951.04,68.62,9.94,66.15
PROD00765,office,35,264,3,4548.06,55.7,4.74,15.42
PROD00766,pet_supplies,67,566,8,2744.4,11.54,5.66,36.12
PROD00767,automotive,78,269,4,6833.14,65.0,44.76,51.46
PROD00768,home_decor,21,1855,8,4468.63,51.14,33.93,19.06
PROD00769,home_decor,55,1745,10,8294.28,72.49,32.06,12.88
PROD00770,toys,69,1653,4,3992.42,19.76,38.71,76.8
PROD00771,fashion,28,240,9,5767.2,95.39,17.91,73.25
PROD00772,automotive,61,605,7,2185.49,34.91,35.42,57.39
PROD00773,KITCHEN,10,282,6,3102.74,46.42,36.72,
PROD00774,automotive,47,872,2,4473.93,11.74,58.98,72.57
PROD00775,office,50,219,10,3259.8,55.42,46.44,52.58
PROD00776,sports,17,1456,5,4361.39,54.84,38.51,60.04
PROD00777,kitchen,28,1594,7,7155.17,84.82,17.9,16.75
PROD00778,pet_supplies,76,1900,5,2149.12,54.25,44.83,66.74
PROD00779,kitchen,78,1375,1,9563.09,71.4,27.27,64.68
PROD00780,beauty,44,1536,1,1929.97,33.78,19.31,
PROD00781,FASHION,56,1300,9,2058.46,97.53,13.57,
PROD00782,sports,27,933,6,8683.85,93.9,19.02,58.69
PROD00783,automotive,34,1556,2,773.51,70.76,4.38,11.95
PROD00784,automotive,56,949,1,6883.1,53.32,39.94,77.18
PROD00785,home_decor,57,1284,2,6813.51,28.48,27.7,16.74
PROD00786,electronics,50,1434,2,595.71,88.77,38.66,25.13
PROD00787,sports,70,646,6,9209.02,42.67,57.05,16.06
PROD00788,toys,48,1935,3,287.44,60.95,,58.14
PROD00789,furniture,30,348,1,297.47,12.04,28.98,19.92
PROD00790,books,27,1883,2,9813.31,25.91,5.19,65.41
PROD00791, automotive ,18,1363,4,7586.96,61.71,41.36,77.03
PROD00792,automotive,49,163,2,7517.91,64.41,55.11,78.85
PROD00793,pet_supplies,51,1387,3,-500.0,54.87,36.43,17.35
PROD00794,office,38,892,1,6790.91,59.85,13.41,42.3
PROD00795,automotive,14,1197,2,4372.92,92.81,31.64,12.76
PROD00796,electronics,43,1812,4,5266.71,63.73,52.32,59.95
PROD00797,beauty,45,1083,4,2471.05,64.61,41.01,57.62
PROD00798,home_decor,62,1394,8,1240.16,31.38,59.62,37.59
PROD00799,office,49,1541,8,6741.33,15.48,47.01,21.05
PROD00800,sports,28,587,5,825.02,54.41,25.0,57.76
PROD00801,kitchen,60,1909,6,701.03,64.79,18.3,14.14
PROD00802,automotive,25,1860,7,7687.32,16.62,50.09,6.66
PROD00803,fashion,63,1251,10,1096.49,45.21,13.13,26.99
PROD00804,kitchen,45,57,4,5676.87,87.65,53.68,27.75
PROD00805,automotive,60,697,10,1233.7,84.36,,14.34
PROD00806,office,24,330,2,4625.99,31.84,40.85,55.56
PROD00807,,36,100,9,1755.73,83.88,52.31,
PROD00808,pet_supplies,23,428,10,9405.3,91.56,57.09,26.03
PROD00809,home_decor,63,1949,6,1218.29,43.76,34.01,29.18
PROD00810,fashion,26,1683,4,4396.77,17.18,55.3,42.18
PROD00811,electronics,51,1982,7,337.99,67.02,36.35,23.3
PROD00812,fashion,73,1519,8,9863.26,65.22,47.22,
PROD00813,books,38,1369,5,8798.41,35.53,16.21,64.26
PROD00814,office,24,1759,9,3600.79,13.44,44.47,70.32
PROD00815,books,23,1336,1,4145.73,88.41,10.56,67.04
PROD00816,pet_supplies,73,721,1,5611.99,68.4,45.9,34.98
PROD00817, automotive ,21,1108,7,9755.84,12.65,33.38,32.04
PROD00818,office,75,492,8,5899.99,22.92,-10.0,37.69
PROD00819,office,76,1127,1,6140.15,96.98,59.23,17.16
PROD00820,home_decor,42,1391,6,8910.71,53.18,28.68,49.2
PROD00821,beauty,48,1387,7,7870.12,32.82,7.54,27.63
PROD00822,home_decor,60,598,8,267.83,14.32,31.59,73.48
PROD00823,kitchen,47,1733,8,1148.68,47.69,12.75,51.48
PROD00824,pet_supplies,65,733,5,4152.23,14.96,57.04,52.34
PROD00825,toys,13,1094,4,7144.29,11.11,59.01,19.9
PROD00826,kitchen,42,1434,9,3273.12,20.99,9.85,68.36
PROD00827,office,58,81,7,658.31,31.99,10.06,78.27
PROD00828,furniture,55,951,1,5962.42,91.57,53.48,52.95
PROD00829,electronics,68,1328,5,4342.74,28.37,,72.8
